orgID,name,address
5660,Domino Effect Animal Rescue,
8568,Happy Tails Animal Sanctuary,
8159,PittieLove Rescue, Inc.,PO Box 3532
1816,Rocky Mountain Lab Rescue,P.O. Box 1623
8109,All New Hope,P.O. Box 191351
8572,Southern Souls Animal League,1702 N Eufaula Ave.
4389,2nd Chance 4 Life,PO Box 549
8466,JustCare Animal Rescue,
4652,River Cities Humane Society for Cats,5302 DeSiard St.
7821,Boroughs & Beyond Italian Greyhound Rescue (IGCA),
1617,Helping Shepherds of Every Color,
4465,Tri-County Animal Shelter,6707 Animal Shelter Road
3116,The Haven,559 South Section Street
3738,Kats by Keithan,
6903,Rescue Angels,PO Box 61562 Hillcrest Mall
5930,Fur a Good Paws,P.O. Box 294, 104 North Stanford
6100,Underdog Rescue MN,P.O. Box 16453 
5479,Almost Home Bulldog Rescue,
52,Animal Rescue Network \/ Reseau Secours Animal, P.O. Box 32203, St. André Station
1495,C.A.T.S.-C.A.N., Inc.,P.O Box 622543
4703,Homeward Animal Shelter,1201 28th Ave. N
7947,Camp Chaos Puppy Rescue,PO Box 23
607,Friends of Virginia Beach Animal Care and Adoption Center,PO Box 55205
8570,Street Paws,
8589,Kibblez of Love,8100 Belvedere Rd. Suite 13
8398,No Feline Left Behind ,
8486,Ghost Town Dog Rescue,3640 E Fox St
8596,A Critter's Chance,P.O. Box 823
8598,Trenton Cat Rescue,1977 North Olden Ave 327
8561,Northern Chesapeake Sheltie Rescue,
8418,Stray Healthcare and Education to Limit Population, Inc,PO Box 245
2714,Barks of Love Animal Rescue and Placement Services,PO BOX 4156
6272,HOMELESS & ORPHANED PETS ENDEAVOR,PO Box 273331
8362,Animal Welfare and Rescue,7810 Gall Blvd 173
8602,Jonah's Ark Animal Rescue,2020 Paterson Ave
8613,Andalusia Animal Shelter,101 Coliseum Ave.
1216,KittyCorner of CNY, Inc.,
6942,A Better English Setter Rescue,
8107,Moe Moe's Rescue of the Rockies,PO Box 351262
8497,Kind Keeper Animal Rescue,1500 LD drive
4383,Froggy's Cat Rescue,
750,Angels of Assisi,415 Campbell Avenue SW
2237,Crest-Care, Inc.,7 Hill Road
2209,Save Tehachapis Orphaned Pets,785 Tucker Road, Suite G-460
4475,Worthy Dog Rescue,
1460,Desert Dogs Rescue Inc.,1021 North 381st Ave
2694,Take Me Home Pet Rescue, Inc.,561 West Campbell Rd. Suite 303
8224,Second Chances Equine Rescue Inc,7663 Hwy 196 W
7535,IndyVet,5425 Victory Dr
8301,My Loveable Angels,510 E. Washington
8628,Animal Shelter To Riverbank Oakdale Foundation ,PO Box 457
6105,camp merry sunshine,1613 foxworth rd
8176,Happy Jack Cats, Inc.,
8577,Max's Animal Mission,
5366,Cocker Spaniel Adoption Center,P.O. Box 1704
8603,Rescue Warriors Corp.,PO BOX 602
8560,Happy Hearts German Shepherd Rescue,8030 La Masa Bl 218
8612,Rockin Community Cats,4511 Watkins Rd
6810,Saving One Life,
8646,Humane Society of Tuolumne  County,10040 Victoria Way
8647,Cober's Canine Rescue,
1191,Almost Home Dog Rescue of Ohio,
2644,HELP Humane Society,511 Main Street
8390,For The Love of Birds ,P.O. Box 717
6883,Lizzy's Hospice House for Companion Animals,
7013,Animal Protection Society of Person County,PO Box 291
8552,Animal Rescue Fund of MS,395 West Mayes Street
8651,Sue's Sweeties,
4774,Doggie Harmony,P.O. Box 3008
8652,CARE-compassionate animal rescue efforts,
8644,Living The Dream Rescue,
1709,Paws and Whiskers Cat Shelter, Inc.,32 Hillwyck
6725,PAWS for Irving Animals,
4245,Sheltie Shack Rescue of Kansas, Inc.,
7953,Power of the Paw,
4886,Tender Care Animal Rescue,P. O. Box 872947
8658,Kansas City English Bulldog Rescue ,
2834,Peabody Animal Life Savers,10 Traders Way
8629,Cowboy Capital Pet Assistance League,P.O. Box 2200
71,The Cat Corner, Inc.,85 Fulton Street
5430,Henry County Humane Society,1136 Independence Dr
5662,Paws & Tails Adoptions,
8662,Paw Patrol Dayton,3716 Clayborne Rd.
7949,Paws for the Cause Rescue, Inc,
8605,Starfish Animal Rescue,PO Box 1355
6918,Bichon Rescue of Orange County,1400 No Kraemer Blvd, Unit 1314
2137,Cat's Cradle of Virginia,P. O. Box 2128
8209,Forgotten Felines of Culpeper,
8606,City of Seabrook,2101 Humble Drive
5586,Rescues On The Runway,
8058,Cats In Need of Human Care Whittier Chapter,15168 Whittwood Lane
8548,Stray Animal Adoption Program,
8664,Midwest Canine Connection,
8665,Tails within Texas Rescue,
8615,Fur Angels Animal Sanctuary,
8593,Fostering Foster Animal Rescue ,1718 Kennedy Dr
1982,Angel Paws Adoption Center,1314 Troy Road
8583,Last Chance Animal Sanctuary Inc,P.O. Box 21338
8623,Crazy Cavies Guinea Pig Rescue Inc.,PO Box 772692
5403,A SafeFurr Place Animal Rescue,
5572,Angels Among Us Animal Rescue,P.O. Box 613
2563,Good Karma Rescue Inc.,
8672,Geauga Humane Society's Rescue Village,15463 Chillicothe Rd.
8674,Dorothy O'Connor Pet Adoption Center,135 Progress Dr.
2075,Oxford Lafayette Humane Society,413 McElroy Drive
1213,Pets Alive WNY,7007 Campbell Blvd
8679,Humane Society and Adoption Center of Rockport-Fulton,1308 W. Myrtle St.
8680,HESPERIA ANIMAL SHELTER,11011 SANTA FE AVE EAST
384,Purebred Rescue Organization of Ohio, Inc.,P.O. Box 88
8682,Calaveras County Animal Services,901 Jeff Tuttle Drive
8683,Lodi Animal Services,1345 W. Kettleman Lane
7889,Grey Face Rescue & Retirement,
4838,Old Dogs New Tricks Inc,
8547,Friends of Rocky Mount Animals,P.O. Box 8766
3060,Abandoned Pet Rescue,1137 NE 9th Ave.
8250,Fur-Giving Hearts Rescue,
8685,Piedmont Animal Rescue,228 East Waterlynn Rd
2360,Headin' Home Pet Rescue Inc.,185 Panther Dr
8616,Maude Schiffley Chapter S.P.C.A.,205 Ruf Road
8444,Northstar Pet Rescue,
7968,Redfield Friends of the Animals Rescue,
5209,Diamonds in the Ruff Animal Rescue,P.O. Box 332
5416,Rockwall Animal Adoption Center,1825 Airport Road
6416,Diane's Adoption Center,1486 South Hanover Street
8621,Nottoway County, Va Animal County,349 Livestock RD
7646,Town Cats, Inc,PO Box  1405
3417,CARES (Community Animal Rescue & Educational shelter),
816,Bryant Animal Control & Adoption Center ,25700 Interstate 30
8698,SPCA of Northeastern North Carolina,102 Enterprise Drive
8620,South Bay Rabbit Rescue,P O Box 2262
4460,Oklahoma Orphaned Poodle Services, Inc.,3701 E. Admiral Pl (not a shelter location)
1858,Ring Dog Rescue,PO Box 28632
8706,Let Them Be Little Feline Rescue,
5242,The Stray Connection,
385,Purrs And Whiskers Shelter, Inc.,4251 Turtle Mound Rd
8332,Chi Town Rescue,
5888,Southern Charmers Animal Rescue and Sanctuary,
2924,Paws and Prayers,1407A Main St.
8711,Rose Acres Rescue,501 Simmons Lane
8686,Dirty Little Paws Rescue,3808-36 Vista Campana South
5944,Southeast Alaska Organization for Animals,Po Box 33226
8712,Embrace a Discarded Animal Society,304-13860 70th Ave
5871,SevaDog Rescue and Rehabilitation,
1192,Ozark Mutts and Stuff, Inc,
5667,Releashed Rescue,P.O. Box 767566
4362,Adopt-A-Stray,
8173,Grateful Doggies Rescue Retreat,
8717,Basset and Beagle Rescue of the Heartland,PO Box 554
3908,The Kitten Nursery,PO BOX 281
7855,Save the Pets,2864 Willamette 200
6329,Animal House Shelter, Inc.,13005 Ernesti Road 
8718,Houston Pets Alive,8620 Stella Link Rd.
4326,Puppy Love LLC,
6943,Boston Terrier Rescue of Florida, Inc. - P.I.N. Program,4300 W Lake Mary Blvd  1010-358
2865,Homeward Bound Pet Rescue Inc. of Gilmer County,P.O. Box 792
8720,Union County Humane Society,
8721,Kentuckiana Pug Rescue ,PO Box 2773
1117,Pets Are Worth Saving,2701 Mall Rd. PMB 277
1302,Fortunate Pooches and Lab Rescue,P.O Box 1296
8723,Dogs and Design,675 Bering Suite 105
6376,Animal Aid for Vermilion Area,
2946,Aristocats, Inc.,P.O. Box 740075
5227,Central Texas Dachshund Rescue,7544 FM 1960 Road East 71
7611,American Boston Terrier Rescue,
6437,Dogs by Debin,5559 NW Barry Rd. 363
6743,Cause for SB Paws,
4041,Tennessee Humane Animal League \/ Pet Placement Center,5975 Dayton Blvd
4497,Dalmatian Rescue of Puget Sound,11616 7th Pl SE
960,Orphan Dog,PO Box 662
5908,Hope for Animals Rescue Team,P.O. Box 2636
6762,Keller's Kats Rescue, Inc.,P.O. Box 26472
1145,Fayetteville\/Lincoln County Animal Shelter,1718 Pulaski Hwy
6915,Rockbridge Animal Alliance,
1175,Stray Cat Alliance,PO Box 661277
5544,Wags and Whiskers Animal Rescue of MN,PO Box 304
5835,Save-A-Bull Rescue,PO Box 26453
91,Posey Humane Society,6500 Leonard Rd
4095,Boston Terrier Rescue of North Texas,P.O. BOX 867376
3867,ARF Ontario,
8745,Quincy's Hope Canine Coalition & Education, Inc.,3507 Rosewood Cir
4503,Homeless Pets Lifeline,1879 Hwy 71 Bypass N
152,Eskie Rescuers United, American Eskimo Dog Rescue, Inc.,PO Box 32547
732,Bay Area Siberian Husky Rescue\/Referral,
2063,Atlanta Beagle Rescue, Inc.,
6770,Midwest Animal ResQ,
8334,The Little Guild of St. Francis,285 Sharon Goshen Turnpike
859,The Humane Society of Elmore County,255 Central Plank Road
8425,Little Big Dog Rescue, Inc.,26 John Deere Lane
4092,Ruff Start Rescue,PO Box 129
4605,Pet Savers,4380 Noyes Drive
8749,The Rescue Team, Inc.,4545 Willis Avenue 5
862,Cats in Need of Human Care,1411 S Harbor Blvd.
5918,Giant Paw Prints Inc.,2700 Valparaiso St. 1782
5801,Rescue Rovers Dog Adoptions,11624 S. Broadview Way
5878,Pet Pantry of Lancaster County, Inc.,26 Millersville Road
7130,CATS Bridge to Rescue,2820 Old Lincoln Hwy, Unit 4
8757,Prince William Humane Society,17983 Dumfries Shopping Plaza
4669,Mutts & Meows Animal Rescue,P.O. Box 1202
4868,Last Chance Pet Rescue, Inc,PO Box 118
8187,Wigglin Home Boxer Rescue,PO Box 1354
8154,Arctic Rescue Southwest,
8765,Living Free Animal Sanctuary,54250 Keen Camp Road
8741,Danielle's Animal Safe Haven,
6945,Morning Meadow Animal Rescue,
1576,Carolina Poodle Rescue,
7062,The Misfits Dog Rescue,189 Norman Dr, 189
8769,Begin Again Rescue Co,2700 Valparaiso Street PO Box 1053
1138,South Salt Lake Animal Services,2274 South 600 West
884,Lone Star Boxer Rescue,21175 Tomball Pkwy 389
8775,West Jordan Animal Shelter,5982 W New Bingham Hwy
8779,Albany Humane Society, Inc,1705 W Oakridge Drive
8781,Act of Love Rescue,960 6th St 101A PMB 128
8357,Waseca County Animal Humane Society,po Box 2
7625,SRGDRR Inc aka Save Rocky the Great Dane Rescue and Rehab,
7902,Lil bit of Love,
8754,REACH Rescue, Inc,372 Townline Road
7885,My Safe Place Pet Rescue, Inc,4267 Harielson Rd
3126,Fancy Feline Rescue of the South,
5989,Purrfect Pals,230 McRae Rd NE
8433,Northern Lakes Rescue,PO Box 782
1404,Kansas K-9 Resq,P.O.Box 1117
4380,The Silver Lining for Pit Bulls, Inc.,
2051,Montgomery County Animal Service Center,8535 State Highway 242
8792,Wright-Way Rescue,5915 Lincoln Avenue
7933,Saving Shepherds of Minnesota,2000 County Rd B2 13735
372,Russell Rescue, Inc.,1412 Trotwood Ave. , Suite 36
4302,Safe Haven Animal Rescue of Florida, Inc,
8797,Wichita Animal Action League,
7893,Shelter Animals Advocates,
6003,Lone Star Kitties ,P.O. Box 432
4967,Wisconsin Humane Society Green Bay Campus,1830 Radisson St.
1289,The Feline Rescue Association,PO Box1285
6384,ittybittykittyny , 8800 4th Avenue Bay Ridge
8498,Noah's Ark Rescue Project and Sanctuary ,PO Box 301
8816,Freedom Pets,
8818,LUV4K9S,PO BOX 10586
8819,Holster Rescue,
5864,Field of Dreams Rescue,
8716,The Cat Network, Inc.,P.O. Box 318
5480,Castle of Dreams Animal Rescue,95 West Front St Box 739
8385,Gabby's Animal Rescue, Inc.,
7139,Saving Whiskers and Tails,PO Box 44
8826,Red Clay Animal Rescue,
8555,Out of the Box Boxer Rescue,6003 Highway 81
907,Pet Angels Rescue,10374 S Coltrane Rd
8827,Pit Bull Rescue Oklahoma,P.O. Box 1314
8829,New Leash On Life Rescue,151 Brook Hill Lane
8831,Maricopa County Animal Care and Control,2500 s. 27th Ave
5556,World Animal Foundation Inc.,PO Box 136
8660,The Rescue Crew, Inc,3500 Vicksburg Lane N., 220
8670,Royal Animal Refuge,341 Senoia Road
8774,Southern Animal Volunteer Effort,
8834,Best Friends Animal Society Los Angeles,15321 Brand Blvd
8835,No Kill Los Angeles,
6172,Canine Companions Rescue Center,PO Box 1017
1791,Golden Gate Basset Rescue,POBox 4958
8776,Mama Chris Animal Rescue Inc.,
8839,Colbert County Animal Control Association,5010 Missouri Street
1050,Animal Shelter of Clarendon County,5079 Alex Harvin Hwy
492,Col. Potter Cairn Terrier Rescue Network,P.O. Box 1354
6331,One Planet Rescue,
7037,Friends Of Bedford County Animal Shelter,
3910,Naked K9 & Small Dog Rescue,
6854,Memphis Pets Alive!,PO Box 
8846,Chula Vista Animal Care Facility,130 Beyer Way
8565,Martin's Home, Inc.,
8848,Island Dog International Dog Rescue Corporation,
8783,Lancaster Four Dog Rescue ,
7623,Black Dogs & Company Rescue, Inc,P.O. Box 84
5068,Community Cat Rescue,PO Box 1067
8851,Best Friends in Atlanta,4874 South Atlanta Road
8661,Houston Mini Pig Rescue ,
2024,A Rotta Love Plus,
2256,R U 4 Me Pet Rescue, Inc.,PO Box 6221
8859,Mutt Mafia,347 Landen Circle
5428,Virginia German Shepherd Rescue,P.O. Box 733
8484,Community Misfits Animal Rescue,
7856,Bluetails,4212 Ames Blvd
6062,Husky House ,391 Rt 34
5824,Pawsitively Pom Rescue Inc.,
8217,RappCats,714 Zachary Taylor Highway
2944,Metairie Humane (rescue & adoptions),6213Airline Drive
3952,Tara's House Animal Rescue, Inc.,722 Dulaney Valley Rd, Suite 328
1233,Rescued Paws,1105-D Fifteenth Avenue, 118
2643,Mid-Atlantic German Shepherd Rescue,Post Office Box 353
4268,Marion County Humane Society,1701 E Pleasant
3409,Animal Rescue Center of Bay County,PO Box 36303
4468,All Shepherd Rescue,P.O. Box 23231
2866,K-9 Lifesavers,
5052,Shiba Inu Rescue of Texas,
1023,Pet Rescue By Judy,401 South Laurel Avenue
1763,ResQ Animal Coalition,926 Cypress Ave.
8475,Singing Dog Farm, Inc.,
8865,Dixie Adoptables,
8867,Tornado Alley Gentle Giants ,11004 McKissick Rd
8813,Hancock County Humane Society,214 E. Main St.
2417,GreyHeart Greyhound Rescue and Adoption of Michigan,PO Box 530185
2922,Friends For Life Animal Society,290 W Commerce
8220,United Dog Rescue,331 E. Commerical Blvd
8794,Animal Haven Rescue of Bay County Florida, Inc,P.O. Box 492
8870,FAR Side Journey Incorporated,15068 Rosecrans Ave, 275
7107,Central Aussie Rescue & Support,
1811,Humane Society of Saline County,7600 Bauxite Highway
8195,Saving Our Companion Animals - Fort Bend County,P.O. Box 1595
6875,Animal Rescue Force,PO Box 418
4891,Bond County Humane Society,2510 S. Elm St.
5974,Poquita Paws Rescue,
8877,Cat Tales,920 Lafayette St
2148,Animal Rescuers Without Borders,P.O. Box 712444
6950,Cause 4 Paws, Inc.,PO Box 2904
8879,Companion Animal Rescue & Education,310 Landfill Rd
8830,MO Wiggle Butts,
7160,PawsLikeMe,
8883,Detroit Animal Care and Control,7401 Chrysler Drive
8744,PacoCorp Rescue,
8886,San Nicola Dog Rescue,9300 pierce st
8887,People Helping Paws,PO Box 6971
8878,K9 Crazy Puppy Rescue,2707 Yale Avenue
8888,Eden Animal Haven,1649 E 562ND RD
8889,South  Hills Pet Rescue & Rehabilitation Resort,15 Old Rt 88
8790,Key to Lion's Heart Rescue,P.O. Box 5570
2226,Pregnant Dog Rescue, Inc.,138 Covington Rd
7060,Hope Animal Rescue of Iowa,
6260,Last Hope K9 Rescue,71 Commercial St, 184
7937,Wags and Whiskers Pet Rescue,2156 Pillsbury, 155
3159,Pixie Mamas Rescue,PO Box 176
8857,Grateful Dogs Rescue,PO Box 411013
5574,Cat AdopTion Service,5663 Balboa Ave. 417
8896,Hill Country SPCA,2981 S Hwy 16
8897,Stamford Animal Control and Care,201 magee ave
8898,Adopt An Angel,PO Box 15095
8899,Mesquite Animal Pawtners,905 Via Avenida
1997,Animals Rule Placement Foundation,305 North Harbor Blvd
8866,Small Dog Rescue of New England, Inc,
586,Lost Angels Animal Rescue, Inc.,P.O. Box 260212
8912,Decatur Animal Services ,300 A Beltline Rd. Sw
8913,Hound Lover Rescue,14438 Upton Rd
8914,Humane Society of the Lakes,19665 U. S. Hwy 59
5655,West Coast Boxer Rescue,
829,Fairy Dogmother Rescue and Rehab, Inc.,P.O. Box 101
1158,Wilma's Orphans, Inc.,
8891,Cat Tail Corner,
8917,Hope4Hearts Animal Rescue, Inc.,
4145,Parke Vermillion County Humane Society,1884 S. State Road 63
8901,Koby's Promise, Inc.,PO Box 375
8920,Gunter's Legacy Animal Rescue Inc,
8305,Forget Me Not Animal Rescue,PO Box 360573
8918,Hearts for Rescue,452 County Road 565
8777,Rescue Cats of Florida, Inc,4220 Waterville Ave
6135,Across America Boxer Rescue,P.O Box 2237
3232,Animal Rescue Konsortium, Inc.,1952 S US HWY 17
3939,Purr Paws Rescue, Inc,18062 FM 529 Rd, Ste 161 (Mailing Address)
8926,Operation HALO,600 Hwy 64
8929,Tiddley's Legacy of the Carolinas. Ltd.,PO Box 5713
5554,CatVando NFP Corp,PO Box 851
8930,Texas Humane Heroes,10930 E Crystal Falls Pkwy
8931,TNR Utopia,PO Box 604258
4632,Furever Dachshund Rescue,165 Deer Path
8932,Manatee County Animal Services,305 25th Street West
6464,Brother Wolf Animal Rescue,31 Glendale Ave
5113,Colony Cats (& dogs),2740 Festival Center Lane
3313,SPCA PETS SNAP of Montgomery County,206-A South Loop 336W 332
8935,Lincoln County Animal Services,305 25th Street West
2068,Humane Society of Lawton Comanche County,PO BOX 3134
8938,Pitty Paws Bully Rescue,PO Box 5582
5423,Yolo County Animal Services Shelter,140C Tony Diaz Drive
8941,Great Lakes Weimaraner Rescue,P.O. Box 372
8943,Friends of Union County Animals,497 SW Sunday Glen
8946,Sunshine Dog Rescue,
8948,Heart of a Lion Rescue Inc.,
7701,Paws Crossed Animal Rescue Inc.,100 Warehouse Lane South
8785,Husky Education And Rescue Team, Inc.,8338 Veterans Hwy Ste 203B
3863,Paw Prints Animal Rescue,Post Office Box 1472
1801,Waccamaw Animal Rescue Mission,P. O. Box 1764
8838,Shelter from the Storm Animal Rescue, Inc.,1602 Blossom Lane
8473,Old North Canine Rescue,PO Box 5140
8784,Partnership for Animal Welfare,P.O. Box 1074
8406,Friends for Felines, Inc. DBA Tabby Town,
8956,Stray Haven Inc,PO Box 571
1054,Heaven on Earth Society for Animals,7342 Fulton Avenue
7851,Little RES Q,
5954,Shelter Friends St. Charles MO,
3558,Five Freedoms Farm,PO Box 303
5798,Little Paws Dachshund Rescue,
8811,The Cat Crossing,
8961,Cooper's Companions Animal Rescue,1940 Asbury Ln
8962,Angels Retreat, Inc.,289 Eagle Fork Terrace
8759,Safe Haven 4 Cats SC ,PO box 1624
8964,Lubbock Animal Shelter Adoption Center,3323 S.E. Loop 289
7111,Lulu's Rescue,P.O. Box 46
8968,ARE Animal Rescue Inc,140 N San Jacinto St
3913,Greyfoot Cat Rescue & Sanctuary,P.O. Box 310
8255,Stover Animal Rescue, Inc.,709 West 4th Street
27,Olive Branch Animal Rescue & Refuge, Inc.,P.O. Box 183
8976,Bark Animal Rescue, Inc,
53,Love of Animals, Inc.,P O Box 6344
8833,They Deserve Better Dog Rescue,P.O.Box 317
8412,The London Sanctuary,
8579,S&L Animal Rescue, Inc.,
8979,Oregon Coast Humane Society,2840 Rhododendron Drive
8210,East Coast Canine Rescue ,
8945,Rude Ranch Animal Rescue,3200 Ivy Way
2869,Wish Bone Canine Rescue,
5998,Hoovers Hause All Dog Rescue,S47 W30760 State Road 59
8986,Safe Haven Animal Rescue of AZ,
3125,Sequoia Humane Society,6073 Loma Avenue
1259,Cat Rescue of Marlborough and Hudson,P.O. Box 560
8987,Matty's Heart & Soul Animal Rescue,
5758,Tri-Valley Animal Rescue,PO Box 11143
3398,K9 Kindness Rescue,4208 N. Division Street
5592,National Anatolian Shepherd Rescue Network,PO Box 2001
6427,Nashville PITTIE,PO BOX 413
3575,Dallas Australian Shepherd and Herding Dog Rescue,
3699,Secondhand Hounds,5959 Baker Rd. Suite 390
5634,All About Animals Rescue,
22,LNF Dog Rescue Adoption Center,
7880,Rocky Mountain Collie and Sheltie Rescue, Inc.,
7981,Paws Worldwide,
8994,CATNIP Foundation at Big Sky Ranch,15442 Jack Fork Rd.
5233,Animal Control and Welfare Project, Inc,PO Box 236
82,The Spayed Club,
8537,Rebels Rescue Inc.,
93,It's All About The Cats, Inc,PO Box 141443
7914,Muddy Paws Rescue,
2826,Puppy Hill Farm,PO Box 1743
8998,Angels for Animals Rescue,PO Box 9017
8999,Hart-2-Heart Rescue, Inc.,
8284,Lucky Pup Rescue SC,Foster Based
8575,One Love Animal Rescue,
1896,Living Water Ranch Rescue,4204 South 343 Avenue
6492,Paws 4 A Cause Rescue,
276,Fayette Humane Society,P.O. Box 244
4697,Ohio Fuzzy Pawz Shih Tzu Rescue, Inc.,PO Box 356
8984,Sooty's Sanctuary, Inc.,8001 Klondike Road
4299,German Shepherd Rescue Of Orange County,120 Tustin Avenue C1111
4193,Labrador Education And Rescue Network,140 Simmons Avenue Box 323
6222,K-9 Angels Rescue, Inc.,9415 Winsome Ln
8434,Rural Dog Rescue,733 8th Street SE
5994,Ritchie County Humane Society Inc,2220 Pullman Road
9005,Woof Meow Rescue,
6520,Save One Soul Animal Rescue League,
9010,Uno's Promise Animal Rescue,295 40TH ST DR SE
5892,Fur-Ever Home Rescue,
9011,Second Chance Animal Rescue,PO Box 111
2802,Second Chance Dog Rescue,2801 B Street, 55
9003,JMM Rescue,
323,Clay County Animal Shelter,P.O. Box 623
7140,Heartland German Shepherd Rescue,Po Box 652
1652,Humane Society of Livingston County,2464 Dorr Road
5410,Habersham County Animal Care and Control,4231B Tocca Highway
8368,Small Angels Rescue Inc.,PO Box 336
9007,Friends of Contra Costa Animal Rescues,712 Bancroft Road  266
6968,Scurvy Dog Rescue San Antonio,
9016,Beagles and Friends Forever Rescue and Sanctuary,
5210,Chester County Animal Care and Enforcement,2714 Dawson Dr.
9017,Ellen M. Gifford Cat Shelter,30 Undine Road
1770,Mutt Match LA,
898,Pawfect Match Rescue,PO Box 171
5806,New Beginnings Animal Rescue,PO Box 1963
8057,Grand Strand Golden Retriever Rescue, Inc.,P.O. Box 463
6885,Adopt Citrus County Animal Shelter Pets,4030 S Airport Rd
9012,Saved By Grace Animal Rescue,P.O. Box 6692
5932,2DaRescue Animal Rescue,
9018,Benton County Animal Shelter,915 Divider and Natchez Trace Rd
9021,Southern Animal Welfare League,
8383,Dog Gone Seattle Rescue,
9025,Puppy Kitty NYC,
8960,The Dancing Cat,
3581,California Animal Rescue,
1211,Friends For Life Animal Haven,P.O. Box 7
8801,iRescue,P.O Box 32
8755,Back The Blue Pet Rescue,18521 E Queen Creek Rd 105-111
5502,Homeless Animals' Lifeline Organization H.A.L.O.,P.O. 2011
1500,Protective Animal Welfare Society (P.A.W.S.),7833 Wornall Rd
1776,Peninsula Humane Society & SPCA,1450 Rollins Road
9034,Whistling Acres Rescue and Sanctuary,6811 Millersburg Blvd
500,German Shepherd Rescue of Central Florida,3845 W. Deltona Blvd.
9037,Humane Society of Yuma,4050 S Avenue 4 1\/2 E
9006,House Of Hounds Rescue ,PO Box 644
8457,Shepherd Help and Rescue Effort, Inc.,PO Box 11344
8017,Whiskers & Tails Rescue Foundation,P.O. Box 221014
5546,Smitten With Kittens,
9044,Davis County Animal Services,1422 East 600 North
9046,Bastrop County Animal Services,589 Cool Water Dr
9048,A Voice for All Paws, Inc.,
5826,San Antonio Doberman Advocacy and Rescue,6324 CR 4514
1707,German Shepherd Rescue and Adoption,1821 Hillandale Road, Suite 1B 326
9049,Addicus Legacy Dog Rescue,
8832,Doggie Bonez Inc,
4311,Philadelphia Animal Welfare Society,100 N. 2nd Street
3757,Mercy Rescue and Adoption of Jennings County,P.O. Box 485
9058,bossier city animal control,3217 Old Shed Road
3813,Bro & Tracy Animal Welfare,POB 404
8804,Kneading Kitty's Rescue,
9062,Save A Dog Rescue,
8902,K Kids Dachshund Rescue Inc,P.O. Box 1367
2636,Cocker Rescue of Florida,PO Box 11284
9063,The Catty Shack Cat Rescue,
595,Chequamegon Humane Association,923 Rail Drive\/PO Box 93
9047,Riverview Rescue,1400 South Esplanade Street
1868,Kitty Katchers,2550 Cherry Ave
9066,New Hope Rescue,
6798,Canine CellMates--Fulton County's Jail Dog Program,901 Rice Street, Marietta Annex
3799,Trinity GAP Club,500 N. Industrial Blvd.
9068,Pitbulls Second Chance Rescue,1935 Sandlick Road
9070,Paw It 4ward Foundation,1024 Owl Lane
2917,Charlyne's Pound Puppies,P. O. Box 772
6704,Greenbrier Humane Society,151 Holliday lane
8871,Forever Fortunate Felines,
9023,NorCal German Shepherd Rescue dba ShepHeroes,PO Box 981332
8151,Third Coast Animal Rescue,
8625,Ellies Legacy Pet Rescue,
982,Safe Haven of Iowa County,
124,Paws Animal Rescue, Inc.,P.O. Box 816
6869,La Porte County Small Animal Shelter,2855 West State Road 2 
6593,Cockers Across PA Cocker Spaniel Rescue, Inc,PO Box 81
3454,The Humane Society of Sullivan County,2425 N. Section St.
9055,Twisted Tails Cat Rescue,
8880,Mississippi Critterz,413 McElroy Drive
1295,Catmandoo Rescue,4712 Admiralty Way 968
7024,New Love Animal Rescue,
142,Rainbow Animal Rescue, Inc,
1741,Community Animal Rescue Effort,P.O. Box 691
4015,Fedwell Farm Rescue, Inc.,28150 N. Alma School Pkwy, 103-194
9084,Homeward Bound Schnauzer Rescue,PO Box 633
2573,Animal Education and Rescue,P.O. Box 7343
8969,Rescue Well Incorporated,5680 WATERLOO ROAD
9085,Rescue Kitty,141 Center Street 725
7760,Better Days, Inc.,
1830,Ramona Humane Society,690 Humane way
308,RescueCats, Inc.,P.O. Box 142882
7145,Denison Animal Welfare Group,3307 S Eisenhower Pkwy
9067,Wimberley Adoption Group & Rescue,
1725,Ozark Haven Rescue, LLC a Not for Profit Organization,PO Box 383
3360,Marshmallow Foundation,1478 Mallard Street
9088,Underhound Railroad,
1197,Creature Concerns, Inc,PO Box 238
8409,Wags and Wiggles Rescue,PO BOX 106
592,Second Chance Animal Center,1779 VT Route 7A
4878,Great Pyrenees Rescue, Montana,133 Canyon Creek Drive
3568,Pupz N Palz,2625F Coffee Road 193 (mailing only)
1206,Furry Feet Rescue Inc.,771 S Cottonwood Rd
9093,Crossing Guardians,P.O. Box 210505
8125,For The Love Of Cats Rescue And Adoption,P.O. Box 362
9094,Saint Charles County Pet Adoption Center,4850 Mid Rivers Mall Drive
9095,Furever Friends Inc,
7137,Allie's Haven Animal Rescue,PO Box 151731
2340,Calhoun County Humane Society, Inc.,1201 Parkwood Drive
6371,Humane Society of Kent County Maryland Inc.,10720 Augustine Herman Hwy
3488,Magnolia Chapter of the Humane Society of Louisiana,
2848,The Last Resort,PO Box 182, PO
6646,Saving Death Row Dogs,PO Box 67671
9100,Bertell Farms, NFP,
6042,Dog Star Rescue,P.O. Box 721
1226,Mostly Mutts Animal Rescue & Adoption, Inc.,3238 Cherokee Street
7739,Cat Haven Rescue Inc,
3111,Labradors and Friends Dog Rescue Group,2307 Fenton Parkway 107-160 (No Dogs here)
