animalID,orgID,status,name
9403941,6296,Available,Darla
9404562,6854,Available,Brooks
9407485,1175,Available,Lucky
9407613,710,Available,Nimbus
9407673,3738,Available,Mallory
9413407,136,Available,Mattie
9413466,7015,Available,Annie
9417488,2312,Available,Charlize
9423320,6492,Available,Chewbacca
9424210,6949,Available,Amedee
9424354,175,Available,Pepsi
9424934,1450,Available,Ella
9428678,6280,Available,Tabitha
9428704,6280,Available,Stella
9428924,5484,Available,Kamico (In Texas)
9429235,5422,Available,Cash
9429925,6203,Available,Ellie
9431541,7082,Available,Hugo
9431577,3077,Available,Alianna
9434333,878,Available,Chesper
9436351,5371,Available,SUZIE Q
9436899,3313,Available,Midas
9436906,3313,Available,M&M
9437571,3939,Available,Precious
9438584,970,Available,Olive
9438967,1023,Available,Nala
9439948,6334,Available,Jake
9440231,6685,Available,Ember
9440232,6685,Available,Kelly
9442787,805,Available,Nadia
9446398,5410,Available,Tyson
9447811,5750,Available,Elroy aka Otto
9450716,91,Available,Star
9450754,6685,Available,Jack
9452408,3344,Available,Oscar
9457402,490,Available,Doodles Weaver
9463596,6685,Available,Roxy
9468145,1016,Available,Clement - Foster \/ 2015
9469602,7885,Available,Daphne
9471158,5167,Available,Gremlin
9472744,141,Available,Winnie
9484738,6769,Available,BABY CAT
9488223,5451,Available,Bossman
9488769,6296,Available,Buttermilk (CL Puppy)
9489405,7015,Available,Valerie
9491807,5563,Available,Tyson
9497714,7647,Available,Meg
9505867,7912,Available,Flora
9509955,676,Available,Baby 4 [PF]
9509960,676,Available,Samee [PF]
9513948,6079,Available,Tanner NKA Buddy
9514824,4299,Available,Loki
9514827,4299,Available,Chopper
9516669,6711,Available,Seekonk
9516717,4403,Available,Hansel
9517430,126,Available,Jeannie
9519671,5806,Available,Fred
9522318,2087,Available,Brooklyn - Cross Post
9523650,242,Available,Rumor
9524508,7695,Available,Mobert (adult male)
9525910,6329,Available,Sasha
9527455,4415,Available,Lucy Loo
9529057,956,Available,Agility Star Marshall Newark
9530236,1450,Available,Lando
9530242,4389,Available,Ralph
9530287,5766,Available,Sweet Pea
9531428,1122,Available,NickLaus
9531528,136,Available,Miss Kitty
9532795,7810,Available,Sabrina
9534219,6685,Available,Lightfoot
9535909,2137,Available,Max
9537282,956,Available,Harley Steele
9539543,6685,Available,Gus
9539545,6685,Available,Kippah
9543820,7885,Available,Scott
9544107,5209,Available,Evelyn
9544988,4389,Available,Ottis
9547545,2786,Available,Tera
9547717,2786,Available,Trixie
9552536,136,Available,Felice
9553040,5194,Available,BamBam
9553073,5194,Available,Pebbles
9553587,985,Available,Dipper
9555494,7929,Available,Taz
9555506,7929,Available,Tyler
9555538,7929,Available,Stacy
9557457,7929,Available,Rosco
9557474,7929,Available,Lola
9558644,3077,Available,Mitt
9559855,5275,Available,Rosey
9560685,7647,Available,Licorice
9560704,7647,Available,Rodie
9560880,7647,Available,Charcoal
9561105,7647,Available,Ebony
9561316,6079,Available,Bugsy
9561804,7647,Available,Oliver
9561865,7647,Available,Peter
9562031,7647,Available,Pepper
9562036,7647,Available,Blossom
9562045,7647,Available,Pamela
9562054,7647,Available,Raina
9562065,7647,Available,Steven
9562077,7647,Available,Trixie
9563369,126,Available,Jasmine
9563374,126,Available,Rio *video*
9563378,126,Available,Riley
9564405,6079,Available,Mack
9564489,6272,Available,Jose
9564707,6272,Available,Luciano
9570830,4779,Available,Cindy Lou
9571313,5439,Available,Mandy
9573263,899,Available,Andy
9573778,4775,Available,Aussie
9573799,4468,Available,Deja
9575031,6319,Available,Athena
9575092,6319,Available,Thumbelina
9575803,1550,Available,Kahlua
9576240,899,Available,Ethel
9580422,1703,Available,Phoebe (& Max)
9580425,1703,Available,Max (& Phoebe)
9580851,5895,Available,Nosey
9586433,5371,Available,BERTHA & BETSY
9589692,5806,Available,Buddy
9590092,907,Available,Durango
9596261,1495,Available,Oliver the Bandit
9598666,7015,Available,Manchester
9599979,3077,Available,Stardust
9602600,5952,Available,Chloe
9602633,6685,Available,Divya
9606585,5064,Available,Bear (Bruno)
9606592,5064,Available,Betsy (Bella)
9607603,637,Available,Cally
9607957,3221,Available,Coco
9611022,5895,Available,Jangle
9611195,4141,Available,Spike
9612678,871,Available,Abba Zabba
9614362,5924,Available,Max w\/ Batman
9614363,5924,Available,Tux
9614366,5924,Available,Batman w\/ Max
9614843,1140,Available,Ms Pepper
9614850,1140,Available,Snow
9615393,3077,Available,Olaf
9615838,878,Available,Bentley
9616224,1502,Available,Beamer in NY - Smart Boy!
9617345,6685,Available,Jared
9617794,5768,Available,Mark
9618137,2137,Available,Squeaky
9619036,6912,Available,Cordelia
9619516,2449,Available,Mango Grace
9619807,3060,Available,Meredith
9620548,6912,Available,Molly
9620562,6912,Available,Hope
9620581,6912,Available,Mary and Jane
9621682,7921,Available,
9622457,4605,Available,Kurt - $90
9622522,7921,Available,Mango
9622601,7921,Available,Sweetpea
9626193,956,Available,Tyson Steele
9626532,5924,Available,Mocha
9628224,5208,Available,Blackpaw
9629687,6685,Available,Tommy Sweet Cheeks
9629689,6685,Available,Toji
9629690,6685,Available,Ruby Red Ear
9629691,6685,Available,Myrtle
9633156,5586,Available,Tami
9634174,3241,Available,Eunice & Baby Eugene
9634199,3241,Available,Forrest
9634264,3241,Available,Matteo
9634276,3241,Available,Zach
9635768,3077,Available,Reeses
9636465,5242,Available,Sarge
9636680,3972,Available,Mikey
9637929,5304,Available,Frances 2
9639224,5802,Available,Dixi
9639298,5802,Available,Farrah
9639333,2683,Available,Libby
9639417,5895,Available,Smokey
9642484,7959,Available,Pepper (special needs)
9643210,3344,Available,El Guapo
9644055,993,Available,Nina
9644553,5371,Available,ZELDA 2
9644790,1023,Available,*Taffy the Totally Terrific Girl*
9645930,624,Available,Gabby
9647063,3610,Available,Tater
9649831,2235,Available,Ginger
9653811,6276,Available,Toodles
9654083,7106,Available,Vickie
9654609,7106,Available,Eye Girl
9654669,7647,Available,Belle
9655156,6685,Available,Little Benton
9655159,6685,Available,Mandoline
9655160,6685,Available,Mercury
9656415,7938,Available,Callie
9657584,4891,Available,Julius
9658050,6685,Available,Alice
9661677,1281,Available,Mocha
9664251,2103,Available,Danny Boy
9665582,7106,Available,Serena
9666637,6817,Available,Baxter
9667769,2432,Available,Bailey
9671983,4389,Available,Avery
9675554,7981,Available,Lucy
9677267,3111,Available,King
9682223,5113,Available,Van
9682482,4853,Available,Annie
9683706,4494,Available,Canelo
9687866,2869,Available,Chevy
9688899,5924,Available,Stencil w\/Pineapple
9691802,2137,Available,Leo and Lily
9693059,7959,Available,Gatsby
9698420,5371,Available,RAMBO
9699279,4691,Available,Fritz
9699433,2239,Available,Gypsy
9701952,6685,Available,Tiana
9702762,1972,Available,Magik
9708169,248,Available,Savannah
9708181,3077,Available,Ringo
9708949,1792,Available,Jerri
9709092,1792,Available,Monica
9709118,1792,Available,Cloudy
9709379,1792,Available,Kenzi
9709495,1792,Available,Wendy
9709534,1792,Available,Dancer
9709978,1792,Available,Tatum
9710043,1792,Available,Zoe
9710068,1792,Available,TULSA
9710089,1792,Available,Onyx
9710816,3077,Available,Pumpkin 2
9712742,4691,Available,Roanin
9717158,3467,Available,Sport
9717242,3467,Available,Abby
9718040,6272,Available,Ardith
9718669,6685,Available,Capone
9718670,6685,Available,Bonnie
9721210,3077,Available,Twilight
9721353,7647,Available,Freddie
9721488,7140,Available,Ireyna
9724529,7739,Available,Biscuit
9725301,4605,Available,Gretel - Fee $90
9725310,3344,Available,Tinkerbell
9728203,7646,Available,Eddie Companion Cat
9728287,5232,Available,Prince Charming
9728705,8004,Available,Indri
9728761,8004,Available,Kittens
9734857,5371,Available,BAGEL
9734967,6685,Available,Miley
9735233,2547,Available,Jimmy
9735267,2547,Available,Will
9737885,5152,Available,Poo Bear
9743415,2701,Available,Zoey
9743577,5934,Available,Staci
9743923,4691,Available,Sioux
9743970,1316,Available,Sheldon
9744154,2239,Available,Ricky
9745071,2802,Available,Dewey
9748246,6665,Available,Sebastian
9748753,1140,Available,Brandy
9748832,243,Available,Bentley
9749213,960,Available,Bouffalant
9750320,1140,Available,Starbucks
9750339,956,Available,Hank SCAS
9752608,7106,Available,Oreo
9752881,2113,Available,Cloud
9752882,2113,Available,Noelle
9752883,2113,Available,Chad
9755462,5801,Available,Kung fu panda
9755840,7015,Available,Jellybean
9756971,5768,Available,Laura
9757418,6079,Available,Julie
9757880,1310,Available,Cinnamon
9762066,4389,Available,Logan
9762301,4012,Available,Apollo
9762613,5167,Available,Lillian
9762626,5167,Available,Sassafras
9762631,5167,Available,Lullaby
9768872,3715,Available,Smudge
9770134,2363,Available,Bibsey a\/k\/a Mr. Bibbs
9770299,2683,Available,Sapphire
9772390,5724,Available,Sampson
9777400,6296,Available,Missy
9777487,7851,Available,Melanie
9778910,136,Available,Brownie
9782065,5209,Available,Black Jack
9782239,5173,Available,BABY GIRL "BEIBE"
9783031,5451,Available,Reilee
9783877,907,Available,Ariat
9785634,4104,Available,Henry 678
9786991,7646,Available,Rascal Companion Cat
9787646,7646,Available,Sparkles Companion Cat
9792686,1289,Available,Madam Mim
9792827,112,Available,"A Blank Adoption Form"
9793565,6690,Available,Gilbert
9794892,7951,Available,Tarragon a\/k\/a Linus
9796920,6302,Available,Ally
9798498,5135,Available,Jack & Jill
9799007,1016,Available,Sonja - Foster (101) \/ 2016
9799224,5586,Available,Cinder
9804701,6272,Available,Lucy
9806661,1157,Available,Tulsa AKA Bentley
9806869,4855,Available,Murray
9806879,4855,Available,Loki
9807025,5452,Available,Reesa
9808122,2137,Available,Merlin
9808667,202,Available,Gracie
9808921,16,Available,Buffy
9809895,878,Available,Honey
9810119,5895,Available,Gracia
9810123,5895,Available,Jingle
9810568,5502,Available,Lexy
9810870,637,Available,Nellie
9813998,2741,Available,Malibu
9815331,494,Available,MacTavish - RIP 12-24-19
9816313,3477,Available,Harper
9816554,1839,Available,TONY
9816642,3908,Available,Molly
9817339,3699,Available,Hazel fka Buttercup D160484
9818053,1211,Available,Camilla
9818135,4775,Available,Jett
9819860,126,Available,Mia
9820090,6123,Available,Margaret
9820110,6123,Available,Malibu
9820927,4403,Available,Mustard
9820973,4403,Available,Zucchini
9821497,5792,Available,BUDDY
9821590,4582,Available,Odie
9821601,4582,Available,Monica
9822527,5064,Available,Forrester
9823626,6002,Available,Sassy
9825639,6817,Available,Steele
9826489,7951,Available,Dante
9827546,5484,Available,Rickenbacker (Little Rickey) -  In TEXAS
9827883,7782,Available,Phoebe
9828416,27,Available,Twilight
9828425,27,Available,Midnight Elkins
9832930,308,Available,Pippa
9833877,6280,Available,Diego
9834781,7053,Available,Marshmallow
9834782,242,Available,Bunny*
9834808,242,Available,Pepper Jacky
9835234,5152,Available,Bob
9835402,1883,Available,Vinnie
9835417,6296,Available,Misty
9835426,6296,Available,Tiger
9835527,1295,Available,Persia
9835678,3189,Available,Junie B. Jones
9837033,5275,Available,Gwen
9838254,4275,Available,Lilly
9839921,1844,Available,Shepie & T.  *
9840651,5683,Available,Scooby
9841546,6685,Available,Alexa
9842114,5544,Available,Kiki C1352
9842573,5634,Available,Frosty Jujube
9842922,2786,Available,Bolt
9844873,2683,Available,Zira II
9846229,3241,Available,Tennesse
9846726,7809,Available,Caroline
9848058,6123,Available,Calliope
9848101,6685,Available,Pageant
9848358,540,Available,Runner
9848362,540,Available,Jujy
9851560,6685,Available,Lilah
9851682,5924,Available,Mango w\/Zee
9851683,5924,Available,Zee w\/Mango
9851867,4475,Available,Angel
9851901,4946,Available,Rudy
9855122,749,Available,Sterling
9855256,749,Available,Herbie (Special Needs)
9856749,242,Available,Prince
9858103,5113,Available,Leah
9858119,5113,Available,Agent J
9858126,5113,Available,Butchette
9858931,956,Available,Lucky Havard
9859357,2866,Available,Gabby
9860336,6280,Available,Cody
9861311,3077,Available,Peanut Butter
9866154,5423,Available,Barn\/Outdoor Cats
9872598,6685,Available,Sushi
9872808,1117,Available,Chance *Courtesy listing*
9873833,2137,Available,Tink, Jazz, and Lilly
9875278,540,Available,Bean
9879829,2449,Available,Joy
9880284,5439,Available,Herbie
9889844,1117,Available,Lucky *Courtesy listing*
9889995,5195,Available,Nicole Female
9892411,3077,Available,Nicolette
9897347,7929,Available,Chevy
9897383,3908,Available,Rowan
9897826,5768,Available,Cupid
9900332,6995,Available,Lilith
9901540,6310,Available,BUCKY
9902740,136,Available,Gabriella
9903866,7053,Available,Feya
9904286,7053,Available,Kobe
9904788,7053,Available,Scooter
9910956,3077,Available,Reed
9912742,2137,Available,Gere
9916795,956,Available,Tayto Zeus
9917495,1450,Available,Negan
9918138,1175,Available,Piper
9918195,1175,Available,Sylvia
9918219,126,Available,Sunny
9919075,6761,Available,Sully
9919164,2547,Available,Harvey Too
9919606,1972,Available,Tau
9920381,3077,Available,Simon
9921675,231,Available,Ollie
9921832,6685,Available,Harry
9922927,3077,Available,Tulip
9922983,5167,Available,Pizza King
9923937,4264,Available,Willow
9925243,898,Available,Jasper
9926059,68,Available,Tuffy
9926193,3111,Available,Jojo
9928412,3189,Available,Cossett
9928443,4389,Available,Buddy
9931042,6690,Available,Prudence Hope
9931943,7885,Available,Kharma
9932263,6895,Available,Poppy
9934281,4092,Available,Yogi
9934309,71,Available,Zinnia
9934977,1117,Available,Cheyenne *Courtesy listing*
9935124,4389,Available,Zoboomafoo
9937474,7755,Available,Skye
9938086,6203,Available,Anna
9938667,1117,Available,Saul *Courtesy listing*
9940009,637,Available,Rocky
9941949,5152,Available,Sis
9943014,749,Available,Andy (Senior)
9943797,7929,Available,Cooper
9944642,5269,Available,June Bug
9946011,6740,Available,Hotshot
9946393,4092,Available,Zeena * Foster or Adopter needed*
9948195,126,Available,Thomas (FIV+)
9948773,6123,Available,Millie
9949006,7015,Available,Tigger
9949122,52,Available,Darcy
9950420,6329,Available,Phoebe
9950860,4403,Available,Star
9951247,5517,Available,Indi
9952044,5211,Available,Domino
9952314,6685,Available,Grace
9953643,3344,Available,Precious
9955642,6685,Available,Cinna
9955654,6685,Available,Siren
9960883,676,Available,Parker [PF]
9961945,4644,Available,Droopy
9962377,1289,Available,Grandma Wrinkles
9965376,805,Available,Jilly Beans
9966074,8093,Available,Miss Piggy
9966561,6296,Available,Squirt
9967377,6123,Available,Lada
9968291,4984,Available,Jack
9968618,2905,Available,Blue
9969141,1844,Available,Misty *
9972131,287,Available,Annabelle
9972274,7942,Available,Dandelions
9972275,7942,Available,Thistle
9972276,7942,Available,Silver
9972277,7942,Available,Nightshade
9972300,7942,Available,Franny
9972302,7942,Available,Sasha
9972303,7942,Available,Greta
9972304,7942,Available,Eunice
9972305,7942,Available,Pete
9972306,7942,Available,Zoey
9972307,7942,Available,Snowflake
9972311,7942,Available,Theodocia
9972314,7942,Available,Garth
9972315,7942,Available,Margaret
9972334,7942,Available,Henry Kissinger
9972341,7942,Available,Helen
9972385,7942,Available,Kevin & Frosty
9972387,7942,Available,Chloe and Maddie
9972393,7942,Available,Taj, Louie, and Jacob
9972403,7942,Available,Barry
9972406,7942,Available,Betty White
9972488,7942,Available,Princess Puff (Puffie)
9972515,7942,Available,Phoebe and Paige
9972560,7942,Available,Sammy and Coco
9972564,7942,Available,Dante and Two Socks
9972576,7942,Available,Nita
9972612,7942,Available,Pepe
9972751,7942,Available,Paris
9975412,2360,Available,Stella
9976298,7106,Available,Kramden
9976873,7106,Available,Jaxi
9977112,7106,Available,Gatsby
9977229,7106,Available,Pepper
9983524,6296,Available,Ross
9989847,1792,Available,Buster
9990711,956,Available,Brownie Beaufort
9990960,5109,Available,BUTTERS
9993217,6685,Available,Akita
9999357,6079,Available,Davey Fostered (Tracy S)
9999362,6079,Available,Darlin Fostered (Tracy S)
10006340,5166,Available,Alfred
10006361,7053,Available,Christa
10007385,1812,Available,Eva
10007851,6685,Available,Zelda
10008202,3715,Available,Lux
10010306,6912,Available,Coral
10010327,6912,Available,Copper
10010388,4012,Available,Twinkle Toes
10010837,3060,Available,Zia
10011006,805,Available,Parker
10013063,871,Available,Moosh
10013509,3077,Available,Stowaway
10013516,3077,Available,Thursday
10019720,3908,Available,X Litter - Spike
10019760,6550,Available,Nina
10021870,1175,Available,Mew
10025357,5634,Available,Kizzie
10026055,8004,Available,Sofia
10026094,2137,Available,Ripley
10030169,5452,Available,Marla
10030395,1339,Available,Oliver
10030396,1339,Available,Layla
10030399,1339,Available,Chance
10031331,6272,Available,Lucy
10031907,30,Available,*KITNEY... Courtesy Post
10032323,6363,Available,Mitten
10032834,8115,Available,Freyja
10032851,8115,Available,Moody
10033330,231,Available,Claire
10033416,6685,Available,Billy Bob
10035050,985,Available,Ophelia ** MISSING**
10035282,4415,Available,Macey
10035675,2312,Available,ZJoker
10038190,4909,Available,Red
10040865,8115,Available,Sophie
10042802,5866,Available,Cloudy
10043468,2786,Available,Ebbie
10044715,1470,Available,Tootsie
10047104,5768,Available,Carlos
10047488,1792,Available,Bella
10049087,6941,Available,Petunia
10049213,7647,Available,Steve
10049617,2137,Available,Lola
10049621,2137,Available,Lilah
10049812,970,Available,Sabine
10051225,5208,Available,Ellie
10051652,126,Available,Mookie *video*
10053092,3060,Available,Prince
10053366,637,Available,Raider
10054282,1689,Available,Marley
10055111,7647,Available,LEFTY
10057268,1140,Available,!  1 Tito
10058376,6363,Available,Sheba
10058549,5768,Available,Charm
10059734,27,Available,Bettis
10059743,27,Available,Alex
10059746,27,Available,Trixie
10060237,6711,Available,Lexi
10062512,8125,Available,Blossom
10062779,490,Available,Spyder
10064511,2764,Available,ZinnaZu
10065240,2764,Available,Hooper
10066812,2764,Available,Sundance
10066824,2764,Available,Anna & Elsa
10069160,6685,Available,Seinfeld
10069166,6685,Available,Moe
10070417,3467,Available,Annie
10070983,5768,Available,Roslyn
10071003,3301,Available,Thelma
10071031,6168,Available,Kaylie - Sanctuary Pet
10072481,956,Available,Hannah Steele
10076472,3077,Available,Purrsey
10076496,5768,Available,Noogie
10078786,126,Available,Doyle
10079418,5371,Available,PRINCE 2
10082642,6296,Available,Kooky
10088196,5934,Available,Fat Fat Mama Cat
10088197,5934,Available,Fletcher
10088211,5934,Available,Mr. Pix
10089516,5167,Available,Harry
10089634,5167,Available,Darling
10089711,5167,Available,Maggie
10092533,956,Available,Lady Beaufort
10092985,4494,Available,Jaden
10097074,6296,Available,Lola
10097498,6070,Available,Zoe 2016-018
10110224,6569,Available,Lyly
10111732,6172,Available,Zippy
10112181,6685,Available,Matilda
10114512,6404,Available,Furbabies Need Homes ASAP!!!
10115249,7951,Available,Any Medium Breed Dog
10117800,6050,Available,Jack *sponsored adoption fee*
10117809,2741,Available,Candy Crush
10144929,2148,Available,June
10145747,6079,Available,Inanna
10146535,6201,Available,Tiffin
10146635,6201,Available,Taffy
10148460,7798,Available,JUNIOR
10149506,1974,Available,Bayou
10150306,2741,Available,Georgia Girl
10153242,71,Available,Adalind
10153620,4299,Available,Oso II
10153713,1460,Available,Sadie
10156274,1689,Available,Mojave
10156282,1689,Available,Dusty
10156296,5054,Available,Gary
10156310,1689,Available,Rescue
10157758,4403,Available,Mutt and Jeff
10158109,5166,Available,Yael
10160361,27,Available,Fiona
10160412,27,Available,Zorba
10164365,6690,Available,Toothless
10164367,6690,Available,Hermes
10168309,5768,Available,Cactus
10168444,5768,Available,Coco
10175969,5892,Available,Misty
10176728,490,Available,Soft tail
10178597,892,Available,Tiny
10179742,5892,Available,Mr.Cheeks
10182539,5211,Available,Venus
10183038,5211,Available,Katniss
10183813,3863,Available,Mocha
10183900,4565,Available,Montey
10184046,5211,Available,Sweety
10185719,5304,Available,Yoda 3
10186038,6550,Available,Blaze
10187884,6685,Available,Alafair
10191678,1495,Available,Bobby
10192130,1016,Available,Coral - Foster \/ 2015
10192498,6178,Available,Dante
10193279,6685,Available,Scarpetto
10193309,6685,Available,Schroeder
10193337,6685,Available,Ellery
10193349,6685,Available,Krupar
10193351,6685,Available,Cory
10198066,3362,Available,Sherlock D5098
10198742,6296,Available,Chyna
10202049,5242,Available,Chloe
10205369,5167,Available,Filene
10206471,956,Available,Diamond Beaufort
10207252,1736,Available,Hugo
10208374,308,Available,Barry aka Kyle
10208393,308,Available,Buster aka Kiven
10208712,3238,Available,Forever Foster - Pepi
10208884,3715,Available,Nugget
10209153,3433,Available,BERTHA
10209641,4324,Available,Neenci
10209817,6178,Available,Clara
10211486,5422,Available,Missy
10211720,126,Available,Maddox *video* *FIV+*
10211761,1868,Available,Little One
10211773,1868,Available,Sir Felix
10211825,5152,Available,Benny
10212617,1550,Available,Honey (Adult)
10214667,4775,Available,Stella Bella
10216506,892,Available,Seven
10216734,6665,Available,Blackjack
10217455,6690,Available,Kaia Carson
10218950,5681,Available,Rosey
10219340,956,Available,Lola - the lovebug!
10220282,7053,Available,Fable
10221980,5371,Available,KAOSS
10229460,3060,Available,Rudy
10232989,4984,Available,Calvin
10234489,2152,Available,Corbin
10235631,3077,Available,Olivia
10235773,6550,Available,Little Mama *Courtesy Listing*
10235987,2366,Available,Aya
10236018,2366,Available,Shai
10238687,1470,Available,Cindy (Lou Who)
10240867,4672,Available,Herbie
10241715,3050,Available,Strawberry
10241812,5371,Available,ARGOS
10245481,7053,Available,Tiki
10245505,3077,Available,Travis
10245506,3077,Available,Turbo
10246444,7647,Available,Zena
10248985,3197,Available,Sherwin - Napa
10250025,4036,Available,Pandora
10250994,393,Available,Bridget
10251014,393,Available,King
10251021,393,Available,Nellie
10251028,393,Available,Ritz
10251065,5864,Available,Rocky
10251068,393,Available,Marlon Brando
10251071,393,Available,Winnie
10251075,393,Available,Bobtail
10251095,393,Available,Kane
10251104,393,Available,Mika
10251116,393,Available,Tiko
10251142,393,Available,Reggie
10251564,6685,Available,Santa
10251582,6685,Available,Klaus
10251587,6685,Available,Allen
10255172,3735,Available,Lucy 9
10259695,7053,Available,Noir
10259902,5517,Available,Oscar
10260182,3467,Available,Spud
10261707,7989,Available,Kekoa
10267030,6685,Available,Rusty
10267034,6685,Available,Curly
10269237,8046,Available,BABE - $25
10269707,8046,Available,BLACK JACK  (AND BABE)
10270088,3111,Available,Leia (Armenian Gampr Breed)
10272320,5275,Available,Abby
10273719,7874,Available,Oink
10276946,4984,Available,Twinkie
10277670,4506,Available,Mutt Mutt
10281630,8156,Available,Nugget
10292371,7937,Available,FINN
10293060,5167,Available,Jockey
10298929,6918,Available,Teddy
10307221,4092,Available,Noche
10310725,1122,Available,Olivia
10314299,1339,Available,Ollie
10314302,1339,Available,Sahara
10314442,5152,Available,Anna Bell
10320361,1948,Available,ILISA
10321074,1177,Available,AMBROSE
10325105,4004,Available,Chloe
10325688,6685,Available,Snuggles
10325693,6685,Available,Kurt
10325694,6685,Available,Buddy
10326364,4672,Available,Bob
10327204,4672,Available,Missy
10327229,956,Available,Shane
10331207,3055,Available,MONK
10341733,6296,Available,Valor
10344943,5371,Available,ROXY 5
10345249,3060,Available,Pixel
10347412,3189,Available,Sullivan T.
10348061,5477,Available,Squash
10348992,5211,Available,Rory
10349171,2137,Available,Isis
10349899,4506,Available,Pumpkin
10349944,4506,Available,Trinket
10350061,6769,Available,IVY
10350076,956,Available,Tabitha Havard
10351787,6995,Available,Summit
10352255,4582,Available,Liberty
10352257,4582,Available,Uncle Sam
10352380,4669,Available,Starly
10354778,5446,Available,Lola
10354897,6685,Available,Pecos
10356928,6296,Available,Treasure
10357748,6665,Available,Jessica
10357758,6685,Available,Avi
10360732,2972,Available,2016-3025 Emma VA
10361797,4605,Available,Lou - Fee $90
10364883,126,Available,Mila *video*
10365419,6296,Available,Eddie Milo
10371978,3715,Available,Lacey
10373453,1281,Available,Lolo
10374002,6685,Available,Aladdin
10374020,6685,Available,Manny
10374921,3077,Available,Troy
10375077,4275,Available,Pharaoh
10375682,5304,Available,Sampson
10375994,2137,Available,Jill
10382014,6595,Available,Ginger is just a puppy!
10382044,4264,Available,Bella
10382408,669,Available,Franco
10382418,6646,Available,Plum
10387367,5634,Available,Mr. Cuddle Cat
10388073,5681,Available,Marcus
10389842,6685,Available,Danette
10393168,5446,Available,Desi Cat
10393562,5892,Available,Gideon
10393691,6296,Available,Swift (ACC)
10394282,6685,Available,Antoinette
10395119,1617,Available,Taz (was Zing)
10404378,8004,Available,Shambika
10406778,5113,Available,Wynonna
10407547,5166,Available,Chloe
10411540,6296,Available,Harrison
10412255,7965,Available,Bowzer
10413358,27,Available,Evan
10413372,27,Available,Chip
10414222,5113,Available,Wyatt
10414674,1211,Available,Martha
10414905,6276,Available,Sylvester
10415043,956,Available,Geewhiz (Riley) Moore
10415740,5113,Available,Ridley
10419133,6272,Available,Louise
10428529,8197,Available,Chance
10428561,871,Available,Bear
10428653,8197,Available,Tinkerbell
10429759,8058,Available,Sheba
10431855,6774,Available,Jax
10435912,372,Available,Reno
10437417,5211,Available,Jesse
10438070,5371,Available,MAX 3
10440777,724,Available,Chelsea
10445840,1023,Available,Sprinkles **FH**
10446701,724,Available,Daizy
10447416,3735,Available,Reba 2
10447804,6685,Available,Cricket
10449160,4984,Available,Tatum
10451554,956,Available,Sampson (Sperry Lonestar)
10451646,6685,Available,Cody
10451647,6685,Available,Jet
10455776,6685,Available,Sergeant Simon
10456793,2137,Available,Coal
10459901,2070,Available,A-Eddie
10459921,2070,Available,A-Teddy
10459930,6685,Available,Kepler
10460455,3077,Available,Oliver 2
10461774,6272,Available,Glory
10464009,3427,Available,Mako
10464209,243,Available,Rachel
10464621,3454,Available,Lou Lou
10465722,4450,Available,Rocky
10468439,1738,Available,Lucy
10468467,2449,Available,Dillon
10475658,4126,Available,Rosie
10475938,4389,Available,Poppy Lancaster
10475945,4389,Available,Emma
10477680,7647,Available,Belle
10477696,7647,Available,Miss Kitty
10478509,805,Available,Fernando
10478519,5195,Available,Jaxon Male
10478760,1082,Available,Bishop
10479127,287,Available,Carmen
10483322,982,Available,Lauren
10483691,6941,Available,Tic
10485889,4984,Available,Patty
10488768,126,Available,Ellis
10489322,2902,Available,Julia and Oscar
10490368,8058,Available,Luna
10492779,5855,Available,Izzy #0553
10493197,6685,Available,Cowboy
10493334,5895,Available,Iris
10493429,1791,Available,Harold
10493916,2683,Available,Alton aka Snow
10493923,2683,Available,Agnes II
10493927,2683,Available,Alfreda
10497271,956,Available,Handsome Jake
10497540,6685,Available,Chesney
10500189,2932,Available,Felix
10501644,6843,Available,zPre-Approval
10501682,1502,Available,Petey in MD - Handsome Guardian
10503332,271,Available,SADIE
10503374,1951,Available,PATCHES
10504725,1339,Available,Sweet Pea
10505282,7874,Available,Diesel
10505604,7029,Available,LuLu
10510184,1445,Available,Princess
10512025,871,Available,Beamish
10513589,6296,Available,Chico
10513824,8038,Available,Sadie
10515794,6995,Available,Neal
10518886,7053,Available,Ren
10518899,7053,Available,Cindy Clawford
10518909,2340,Available,Reba
10519130,7053,Available,Cheryl
10522910,3908,Available,Eco
10523007,3077,Available,Rusty
10523630,6678,Available,Star
10525368,8049,Available,Niya
10526340,5211,Available,Savannah
10528517,4672,Available,Snowball
10530102,528,Available,LILY
10530143,4672,Available,Bubbles
10531976,8224,Available,Hiawasse
10531978,8224,Available,Niache
10531984,8224,Available,Shady
10532008,6582,Available,Luke
10534260,5211,Available,Jazzy
10534498,6685,Available,Dune
10534553,6595,Available,Skylar is just a puppy!
10535052,4984,Available,Reegan
10536346,3241,Available,Dreamy
10536381,3241,Available,Fortuno
10537547,5034,Available,Hutch
10537592,6319,Available,Boris
10539173,3077,Available,Precious
10541703,7937,Available,HONEYBEE
10542525,3863,Available,Lulu
10549694,2826,Available,Olivia
10549962,2741,Available,Ziggy
10552304,4691,Available,Leela
10553980,1289,Available,Jynx
10554636,2782,Available,A067642
10554640,2782,Available,FERRIS
10554644,2782,Available,A068307
10554651,2782,Available,A069461
10554653,2782,Available,A069507
10555001,4822,Available,Peanut
